Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Total Energy Cost (USD),Per Capita Energy Cost (USD),Carbon Intensity (kg CO₂/kWh),Renewable Energy Consumption (TWh),Fossil Fuel Energy Consumption (TWh),Industrial Energy Consumption (TWh),Household Energy Consumption (TWh),Industrial Energy Cost (USD),Household Energy Cost (USD),Region
UK,2024,897.11,45814.84,17.69,16.27,51.2,14.61,652.83,0.39,349872900000.0,17867.7876,0.0007277034031501154,158.698759,145.959797,459.32032000000004,131.067771,179134924800.00003,51116430690.0,Europe
UK,2018,5661.8,11927.25,23.89,71.1,54.67,37.59,140.72,0.21,1188978000000.0,2504.7225,2.4854286622628846e-05,1352.60402,4025.5398,3095.3060600000003,2128.2706200000002,650014272600.0001,446936830200.00006,Europe
India,2024,234.68,13220.02,79.72,12.84,21.48,18.12,3533.88,0.22,51629600000.0,2908.4044,0.015058292142491905,187.08689600000002,30.132912,50.409264,42.524016,11090038080.0,9355283520.0,Asia
Canada,2024,4177.79,18400.21,62.32,70.04,44.21,17.88,4437.86,0.14,584890600000.0,2576.0294,0.0010622506157561772,2603.598728,2926.1241160000004,1847.0009590000002,746.988852,258580134260.00006,104578439280.00002,North America
USA,2011,826.5,43043.56,47.41,11.94,45.34,34.45,547.58,0.17,140505000000.0,7317.4052,0.0006625287356321839,391.84364999999997,98.6841,374.73510000000005,284.72925000000004,63704967000.000015,48403972500.000015,
Germany,2012,4111.74,46970.02,22.93,20.75,49.49,20.02,1191.64,0.31,1274639400000.0,14560.706199999999,0.00028981404466235704,942.8219819999999,853.1860499999999,2034.9001259999998,823.170348,630819039059.9999,255182807880.0,Europe
Germany,2000,495.33,11393.35,34.02,66.02,47.75,34.92,150.13,0.05,24766500000.0,569.6675,0.0003030908687137868,168.511266,327.016866,236.520075,172.96923600000002,11826003750.0,8648461800.000002,Europe
Brazil,2018,8368.65,43261.57,53.82,70.21,55.1,19.84,4431.08,0.06,502119000000.0,2595.6942,0.0005294856398582806,4504.00743,5875.629164999999,4611.12615,1660.34016,276667569000.0,99620409600.0,South America
Canada,2005,2176.42,13281.05,18.2,78.76,23.14,26.52,2251.46,0.49,1066445800000.0,6507.714499999999,0.0010344786392332361,396.10844,1714.148392,503.62358800000004,577.186584,246775558120.00003,282821426160.0,North America
Canada,2007,3350.26,48546.74,45.95,18.1,35.53,16.93,4629.72,0.16,536041600000.0,7767.4784,0.0013818987183084298,1539.4444700000001,606.39706,1190.3473780000002,567.199018,190455580480.00003,90751842880.0,North America
Germany,2003,8713.48,30071.69,39.76,46.85,51.28,31.95,2367.09,0.42,3659661600000.0,12630.109799999998,0.00027165839595660976,3464.4796479999995,4082.26538,4468.2725439999995,2783.95686,1876674468479.9995,1169261881200.0,Europe
Canada,2004,7488.03,850.78,45.52,15.4,53.86,15.01,4317.81,0.33,2471049900000.0,280.7574,0.0005766282987648287,3408.551256,1153.15662,4033.0529579999998,1123.953303,1330907476140.0,370904589990.0,North America
India,2024,2268.48,2189.43,13.97,20.95,30.59,36.98,4761.19,0.25,567120000000.0,547.3575,0.0020988459232613907,316.906656,475.24655999999993,693.9280319999999,838.8839039999999,173482007999.99997,209720975999.99997,Asia
Australia,2021,811.8,7800.48,14.05,22.21,43.41,21.15,1709.0,0.38,308484000000.0,2964.1823999999997,0.0021051983247105197,114.05789999999999,180.30078,352.40238,171.69569999999996,133912904400.0,65244365999.99999,Australia/Oceania
China,2006,7185.17,9784.87,86.95,14.44,27.23,24.15,3221.52,0.07,502961900000.00006,684.9409000000002,0.0004483568238468958,6247.505315,1037.538548,1956.5217910000001,1735.2185550000002,136956525370.00002,121465298850.00003,Asia
UK,2022,3967.96,38497.15,88.25,72.51,54.04,10.72,3348.78,0.39,1547504400000.0,15013.888500000001,0.0008439550801923407,3501.7247,2877.167796,2144.285584,425.3653120000001,836271377760.0001,165892471680.00003,Europe
Japan,2003,7684.19,11526.91,41.22,18.84,49.22,39.27,155.97,0.44,3381043600000.0,5071.8404,2.0297519972827323e-05,3167.4231179999997,1447.701396,3782.158318,3017.5814130000003,1664149659920.0,1327735821720.0002,Asia
Brazil,2019,4508.42,48472.51,72.06,54.05,28.88,34.4,2219.23,0.18,811515600000.0,8725.0518,0.0004922411842729825,3248.767452,2436.80101,1302.031696,1550.8964799999999,234365705280.0,279161366400.0,South America
Australia,2003,3525.42,31987.55,60.74,53.8,44.95,23.41,4283.87,0.19,669829800000.0,6077.6345,0.0012151374871646498,2141.3401080000003,1896.6759599999998,1584.67629,825.300822,301088495100.0,156807156180.0,Australia/Oceania
Germany,2014,4566.93,34779.62,14.94,23.91,40.37,37.61,4734.11,0.1,456693000000.0,3477.9620000000004,0.0010366066482297737,682.299342,1091.952963,1843.6696410000002,1717.6223730000002,184366964100.00003,171762237300.00003,Europe
UK,2020,7510.73,11281.92,30.22,79.89,30.35,37.93,4501.14,0.44,3304721200000.0,4964.0448,0.0005992946091791344,2269.742606,6000.322197,2279.506555,2848.819889,1002982884200.0,1253480751160.0,Europe
Canada,2004,9031.98,44688.96,31.66,34.32,55.72,25.99,4865.84,0.41,3703111800000.0,18322.473599999998,0.0005387345853290198,2859.524868,3099.7755359999996,5032.619256,2347.4116019999997,2063373894959.9998,962438756819.9998,North America
Japan,2023,592.7,33556.82,55.64,73.36,25.91,17.02,3282.56,0.24,142248000000.0,8053.636799999999,0.00553831618019234,329.77828,434.80472000000003,153.56857000000002,100.87754000000001,36856456800.00001,24210609600.000004,Asia
Canada,2008,5288.7,43288.08,54.3,76.38,38.7,24.61,1202.36,0.22,1163514000000.0,9523.3776,0.00022734509425756803,2871.7641,4039.5090599999994,2046.7269000000001,1301.54907,450279918000.0,286340795400.0,North America
USA,2001,425.07,47845.81,83.5,76.43,43.31,19.74,2898.14,0.24,102016800000.0,11482.9944,0.0068180299715341,354.93345,324.881001,184.097817,83.908818,44183476080.0,20138116320.0,
USA,2006,4737.25,6719.23,72.15,62.7,52.94,23.44,2134.66,0.24,1136940000000.0,1612.6151999999997,0.0004506116417752915,3417.9258750000004,2970.2557500000003,2507.90015,1110.4114,601896036000.0,266498736000.0,
Japan,2016,8864.3,5281.07,77.83,27.77,26.01,37.34,1330.33,0.24,2127432000000.0,1267.4568,0.00015007727626546936,6899.08469,2461.61611,2305.60443,3309.92962,553345063200.0,794383108800.0,Asia
Japan,2015,3679.74,40268.69,80.75,18.45,44.37,18.46,3875.29,0.12,441568800000.0,4832.2428,0.0010531423415784812,2971.39005,678.91203,1632.7006379999998,679.2800040000001,195924076559.99997,81513600480.00002,Asia
Germany,2016,9331.26,43373.24,73.11,49.89,20.26,35.17,3164.53,0.06,559875600000.0,2602.3943999999997,0.000339132121492703,6822.084186,4655.365614,1890.5132760000001,3281.804142,113430796560.00002,196908248520.0,Europe
Japan,2019,6343.02,29396.19,33.29,35.2,52.9,38.06,3961.02,0.39,2473777800000.0,11464.5141,0.0006244691014690163,2111.591358,2232.7430400000003,3355.4575800000002,2414.153412,1308628456200.0,941519830680.0,Asia
India,2022,9348.14,18617.03,23.28,68.17,29.39,34.15,1383.98,0.2,1869628000000.0,3723.406,0.00014804870273658717,2176.246992,6372.6270380000005,2747.418346,3192.3898099999997,549483669200.0,638477961999.9999,Asia
Canada,2001,7595.95,32805.17,53.6,62.15,48.84,25.82,4524.23,0.27,2050906500000.0002,8857.3959,0.000595610818923242,4071.4292,4720.882925,3709.86198,1961.27429,1001662734600.0001,529544058300.00006,North America
Australia,2010,1124.01,15630.37,63.61,29.35,44.08,26.92,1231.63,0.19,213561900000.0,2969.7703,0.0010957464791238511,714.982761,329.896935,495.46360799999997,302.583492,94138085519.99998,57490863480.0,Australia/Oceania
Russia,2001,2388.4,12300.09,37.86,11.19,22.01,34.59,3029.52,0.22,525448000000.0,2706.0198,0.001268430748618322,904.2482400000001,267.26196,525.6868400000001,826.1475600000001,115651104800.00002,181752463200.00003,Asia
Japan,2000,4002.29,24663.19,77.11,26.61,27.33,11.34,331.63,0.08,320183200000.0,1973.0552,8.28600626141534e-05,3086.165819,1065.009369,1093.825857,453.859686,87506068560.0,36308774880.0,Asia
Brazil,2001,1784.06,11199.61,86.65,49.7,30.71,32.08,2727.77,0.22,392493200000.0,2463.9142,0.0015289676356176362,1545.88799,886.6778200000001,547.884826,572.3264479999999,120534661720.0,125911818559.99997,South America
USA,2022,4999.62,24443.33,53.4,15.53,55.47,25.87,538.68,0.26,1299901200000.0,6355.265800000001,0.00010774418855833044,2669.79708,776.440986,2773.289214,1293.401694,721055195640.0,336284440440.0,
India,2008,4766.54,47852.02,43.81,56.08,39.23,21.91,1694.46,0.42,2001946800000.0,20097.8484,0.0003554905654835583,2088.2211740000002,2673.0756319999996,1869.9136419999998,1044.348914,785363729639.9999,438626543879.99994,Asia
UK,2021,9566.97,42069.31,76.65,57.02,56.54,33.01,4310.41,0.19,1817724300000.0,7993.1689,0.00045055121945610784,7333.082504999999,5455.086294,5409.164838,3158.0567969999997,1027741319220.0,600030791429.9999,Europe
Russia,2001,4393.91,47110.73,7.06,21.86,21.9,17.99,4472.96,0.09,395451900000.0,4239.9657,0.0010179908100074876,310.210046,960.5087259999999,962.2662899999999,790.4644089999998,86603966099.99998,71141796809.99998,Asia
Australia,2014,7877.71,40413.28,15.97,51.74,20.26,36.87,3848.13,0.39,3072306900000.0,15761.1792,0.0004884833282768723,1258.070287,4075.9271540000004,1596.024046,2904.511677,622449377940.0,1132759554030.0,Australia/Oceania
Russia,2009,9424.91,18060.17,76.88,52.49,57.93,30.65,1870.13,0.22,2073480200000.0,3973.2373999999995,0.0001984241759337755,7245.870808,4947.135259,5459.8503630000005,2888.734915,1201167079860.0,635521681300.0,Asia
Japan,2014,8782.19,40696.24,67.22,43.46,48.96,28.3,2914.68,0.46,4039807400000.0005,18720.2704,0.0003318853270084113,5903.388118,3816.739774,4299.760224000001,2485.35977,1977889703040.0002,1143265494200.0,Asia
Germany,2009,2165.81,46184.33,40.37,76.73,51.33,25.69,1158.7,0.48,1039588800000.0,22168.4784,0.000534996144629492,874.3374969999999,1661.826013,1111.710273,556.3965890000001,533620931040.0,267070362720.00006,Europe
USA,2024,5010.7,47378.27,80.55,17.57,56.63,16.38,3407.83,0.44,2204708000000.0,20846.4388,0.0006801105633943361,4036.1188499999994,880.3799899999999,2837.55941,820.7526599999999,1248526140400.0,361131170399.99994,
USA,2022,3542.62,34318.29,34.87,38.46,59.38,28.51,1769.64,0.15,531393000000.0,5147.7435,0.0004995285974787022,1235.3115939999998,1362.491652,2103.607756,1010.000962,315541163400.0,151500144300.0,
UK,2016,4058.6,10962.65,58.88,71.8,23.91,31.75,1143.94,0.16,649376000000.0,1754.024,0.0002818558123490859,2389.70368,2914.0748,970.4112600000001,1288.6055000000001,155265801600.00003,206176880000.0,Europe
Germany,2008,3671.99,2466.59,58.92,37.04,26.33,10.35,2945.6,0.41,1505515900000.0,1011.3019,0.0008021808338258002,2163.536508,1360.105096,966.8349669999999,380.050965,396402336469.99994,155820895650.0,Europe
Canada,2017,8280.96,7786.41,20.67,39.72,27.54,20.99,603.42,0.25,2070239999999.9998,1946.6025,7.286836308833759e-05,1711.674432,3289.197312,2280.5763839999995,1738.1735039999996,570144095999.9999,434543375999.99994,North America
China,2003,4576.18,48294.57,29.21,56.78,52.74,34.97,3449.16,0.18,823712400000.0,8693.0226,0.0007537203519092343,1336.7021780000002,2598.355004,2413.4773320000004,1600.290146,434425919760.00006,288052226280.0,Asia
India,2008,5284.57,23373.79,82.86,56.59,34.22,28.97,975.68,0.18,951222600000.0,4207.2822,0.00018462807759193274,4378.794702,2990.538163,1808.3798539999998,1530.939929,325508373719.99994,275569187220.0,Asia
USA,2015,9826.23,42821.81,20.59,11.6,43.73,28.46,2789.6,0.31,3046131300000.0,13274.7611,0.0002838932123510237,2023.2207569999998,1139.84268,4297.010378999999,2796.5450579999997,1332073217489.9998,866928967979.9999,
Brazil,2003,693.79,23519.69,19.75,41.9,54.21,16.86,1992.92,0.45,312205500000.0,10583.860499999999,0.0028725118551723144,137.02352499999998,290.69800999999995,376.10355899999996,116.972994,169246601549.99997,52637847300.0,South America
USA,2015,4930.78,33210.47,45.77,33.35,47.33,28.96,2852.91,0.33,1627157400000.0,10959.455100000001,0.0005785920280361322,2256.818006,1644.41513,2333.7381739999996,1427.9538879999998,770133597419.9999,471224783039.99994,
Russia,2018,7763.21,1694.97,12.84,53.94,22.62,33.58,1267.51,0.33,2561859300000.0,559.3401,0.0001632713787209157,996.796164,4187.475474,1756.038102,2606.885918,579492573660.0,860272352940.0,Asia
USA,2000,1596.5,12868.31,81.04,48.9,37.83,22.05,1586.43,0.39,622635000000.0,5018.6409,0.0009936924522392734,1293.8036000000002,780.6884999999999,603.9559499999999,352.02825000000007,235542820499.99997,137291017500.00003,
USA,2022,6154.16,22095.33,13.51,55.56,22.7,15.46,744.59,0.39,2400122400000.0,8617.1787,0.00012098970452506923,831.427016,3419.251296,1396.99432,951.4331360000001,544827784800.0,371058923040.00006,
China,2005,2470.7,31716.24,57.41,55.76,39.15,12.32,3895.98,0.46,1136522000000.0,14589.470400000002,0.0015768729509855507,1418.42887,1377.66232,967.2790499999999,304.39023999999995,444948362999.99994,140019510399.99997,Asia
China,2009,8687.3,8990.3,33.88,27.84,28.77,25.17,397.05,0.12,1042475999999.9999,1078.8359999999998,4.57046493156677e-05,2943.25724,2418.5443199999995,2499.33621,2186.59341,299920345200.0,262391209200.0,Asia
Australia,2015,3338.29,38345.3,73.36,27.25,20.05,30.52,1913.35,0.49,1635762100000.0,18789.197,0.000573152721902531,2448.969544,909.684025,669.327145,1018.846108,327970301050.0,499234592920.0,Australia/Oceania
Canada,2003,3357.72,18538.03,55.13,35.92,52.53,14.88,2273.03,0.2,671544000000.0,3707.6059999999998,0.0006769563870721799,1851.111036,1206.093024,1763.8103159999998,499.628736,352762063200.0,99925747200.0,North America
Brazil,2021,6022.12,40963.05,38.01,26.94,58.78,22.64,1016.27,0.18,1083981600000.0,7373.349,0.00016875618552934847,2289.007812,1622.3591279999998,3539.8021360000002,1363.4079680000002,637164384480.0001,245413434240.00003,South America
USA,2021,1917.27,5349.47,88.63,57.8,58.57,27.06,1954.87,0.28,536835600000.00006,1497.8516000000002,0.0010196112180339753,1699.2764009999999,1108.1820599999999,1122.945039,518.813262,314424610920.0,145267713360.0,
USA,2012,2920.4,34147.95,10.63,52.2,31.97,14.68,2119.54,0.17,496468000000.00006,5805.1515,0.00072577044240515,310.43852000000004,1524.4488000000001,933.6518799999999,428.71472,158720819600.0,72881502400.0,
India,2015,4224.66,15019.75,54.11,25.15,53.15,18.1,1160.44,0.15,633699000000.0,2252.9625,0.00027468245965355794,2285.963526,1062.50199,2245.4067899999995,764.6634600000001,336811018499.99994,114699519000.00002,Asia
China,2019,3601.01,39871.47,89.11,71.89,47.15,28.25,3214.32,0.49,1764494900000.0,19537.0203,0.0008926162382220543,3208.8600109999998,2588.766089,1697.876215,1017.2853250000001,831959345350.0,498469809250.0,Asia
Brazil,2005,5296.28,20407.44,63.73,42.25,52.0,31.75,202.73,0.1,529628000000.0,2040.744,3.827781008556949e-05,3375.319244,2237.6783,2754.0656,1681.5688999999998,275406560000.0,168156890000.0,South America
UK,2010,6036.44,33434.81,67.88,18.89,53.85,29.08,1027.95,0.5,3018220000000.0,16717.405,0.0001702907674059545,4097.535472,1140.283516,3250.6229399999997,1755.3967519999997,1625311469999.9998,877698375999.9999,Europe
Australia,2023,5710.01,46748.11,7.73,24.91,59.21,31.41,3139.17,0.33,1884303300000.0,15426.876300000002,0.0005497661124936734,441.3837730000001,1422.3634909999998,3380.8969210000005,1793.5141409999999,1115695983930.0002,591859666530.0,Australia/Oceania
Canada,2002,6576.27,1521.02,6.82,47.79,26.07,27.45,3156.26,0.48,3156609600000.0,730.0896,0.00047994683916566683,448.501614,3142.7994330000006,1714.4335890000002,1805.186115,822928122720.0001,866489335200.0,North America
Germany,2019,3146.72,1050.28,8.07,33.69,50.79,35.07,1363.05,0.45,1416024000000.0,472.626,0.00043316532770631006,253.940304,1060.1299679999997,1598.2190879999998,1103.554704,719198589599.9999,496599616800.0,Europe
Canada,2009,1351.62,38628.82,89.3,69.59,49.37,34.8,3431.09,0.34,459550800000.00006,13133.7988,0.0025385019458131724,1206.9966599999998,940.592358,667.2947939999999,470.3637599999999,226880229959.99997,159923678399.99997,North America
Russia,2000,7631.99,32496.46,88.26,44.63,31.51,33.89,2375.45,0.32,2442236800000.0,10398.8672,0.0003112490975486079,6735.994374000001,3406.157137,2404.840049,2586.481411,769548815680.0,827674051520.0,Asia
USA,2019,8522.73,15002.5,33.43,74.07,35.7,27.26,2659.87,0.5,4261365000000.0,7501.25,0.00031209131346411303,2849.148639,6312.7861109999985,3042.61461,2323.296198,1521307305000.0,1161648099000.0,
Australia,2010,2644.36,24972.64,29.73,17.13,27.07,39.82,1696.42,0.28,740420800000.0001,6992.3392,0.0006415238469799876,786.1682280000001,452.978868,715.828252,1052.984152,200431910560.00003,294835562560.0,Australia/Oceania
Russia,2011,4130.21,2575.82,17.41,56.8,56.53,11.17,4922.15,0.13,536927300000.0,334.8566,0.0011917432769762313,719.0695609999999,2345.95928,2334.807713,461.344457,303525002690.0,59974779410.0,Asia
Brazil,2013,5035.84,10026.06,32.98,72.0,55.17,15.87,3700.07,0.5,2517920000000.0,5013.03,0.0007347473311304569,1660.8200319999999,3625.8048,2778.272928,799.1878079999999,1389136464000.0,399593903999.99994,South America
Germany,2024,5379.94,21512.57,36.46,30.51,44.56,34.27,1279.73,0.2,1075988000000.0,4302.514,0.0002378706825726681,1961.5261239999998,1641.419694,2397.301264,1843.7054380000002,479460252800.0,368741087600.00006,Europe
China,2007,6628.95,41785.2,68.6,19.5,40.47,34.79,1220.99,0.09,596605500000.0,3760.6679999999997,0.0001841905580823509,4547.459699999999,1292.64525,2682.736065,2306.2117049999997,241446245850.0,207559053449.99994,Asia
Australia,2010,511.87,24243.53,78.63,41.97,29.32,34.56,3882.16,0.37,189391900000.0,8970.106099999999,0.007584269443413367,402.483381,214.831839,150.080284,176.902272,55529705080.0,65453840640.0,Australia/Oceania
Australia,2003,7242.62,29524.94,68.47,77.29,51.58,36.18,1970.65,0.25,1810655000000.0,7381.235,0.00027209076273503237,4959.021914,5597.820998000001,3735.743396,2620.379916,933935849000.0,655094979000.0,Australia/Oceania
USA,2006,713.51,43750.81,59.95,54.34,20.33,22.68,502.98,0.22,156972200000.0,9625.1782,0.0007049375621925411,427.74924500000003,387.721334,145.056583,161.82406799999998,31912448260.0,35601294959.99999,
Japan,2009,4736.06,15786.54,70.1,55.08,38.51,37.96,226.22,0.33,1562899800000.0,5209.5582,4.776544216078344e-05,3319.97806,2608.621848,1823.856706,1797.8083760000002,601872712980.0,593276764080.0001,Asia
Australia,2018,8293.94,35184.62,67.77,57.01,54.42,16.28,2099.08,0.07,580575800000.0001,2462.9234000000006,0.0002530859880828653,5620.803138,4728.375194,4513.562148,1350.2534320000004,315949350360.0,94517740240.00005,Australia/Oceania
India,2024,4567.03,43152.53,45.44,12.78,44.74,38.11,2102.8,0.36,1644130800000.0,15534.9108,0.0004604305204914354,2075.2584319999996,583.666434,2043.289222,1740.495133,735584119920.0,626578247880.0,Asia
Germany,2003,1575.99,10529.48,33.55,41.2,45.4,26.7,3548.94,0.28,441277200000.00006,2948.2544000000003,0.0022518797708107286,528.744645,649.3078800000001,715.49946,420.78932999999995,200339848800.00003,117821012400.0,Europe
Germany,2001,9851.84,18145.67,29.04,15.43,22.83,14.92,2895.12,0.27,2659996800000.0,4899.3309,0.00029386591743268265,2860.9743359999998,1520.1389120000001,2249.175072,1469.894528,607277269440.0,396871522560.0,Europe
India,2020,8903.93,49000.6,62.75,32.11,31.47,32.08,3862.09,0.46,4095807800000.0,22540.276,0.00043375116381193474,5587.216075,2859.051923,2802.066771,2856.380744,1288950714660.0,1313935142240.0,Asia
UK,2017,7736.0,49169.32,86.54,67.51,46.95,18.88,1622.87,0.42,3249120000000.0,20651.1144,0.00020978154084798345,6694.7344,5222.573600000001,3632.052,1460.5567999999998,1525461840000.0,613433855999.9999,Europe
India,2013,4173.96,11549.88,54.39,55.94,21.98,16.61,3140.04,0.29,1210448400000.0,3349.4651999999996,0.0007522927867061496,2270.216844,2334.913224,917.436408,693.294756,266056558319.99997,201055479240.0,Asia
